winner,A,B,A_synergy,B_synergy
1,"['paradox', 'kelvin', 'ivy', 'wraith', 'grey talon', 'bebop']","['abrams', 'seven', 'infernus', 'haze', 'warden', 'vindicta']",7.5072670888281845,7.471576467743138
1,"['vindicta', 'seven', 'dynamo', 'paradox', 'infernus', 'yamato']","['wraith', 'viscous', 'grey talon', 'mcginnis', 'bebop', 'haze']",7.550824874674357,7.458891300116912
1,"['grey talon', 'wraith', 'infernus', 'bebop', 'pocket', 'paradox']","['mcginnis', 'vindicta', 'haze', 'kelvin', 'dynamo', 'seven']",7.58794089026365,7.513007053443645
0,"['vindicta', 'mo & krill', 'dynamo', 'wraith', 'mcginnis', 'infernus']","['abrams', 'pocket', 'haze', 'seven', 'lady geist', 'bebop']",7.531418774972367,7.4627427645631395
0,"['vindicta', 'grey talon', 'mcginnis', 'haze', 'lady geist', 'mo & krill']","['seven', 'bebop', 'dynamo', 'infernus', 'kelvin', 'yamato']",7.560713908985709,7.500858618566305
1,"['viscous', 'seven', 'wraith', 'shiv', 'vindicta', 'warden']","['infernus', 'bebop', 'ivy', 'haze', 'abrams', 'dynamo']",7.401723746616842,7.554252126417673
1,"['yamato', 'infernus', 'mcginnis', 'wraith', 'pocket', 'bebop']","['kelvin', 'lady geist', 'lash', 'haze', 'seven', 'grey talon']",7.493232639577931,7.4755644427092305
0,"['paradox', 'vindicta', 'haze', 'wraith', 'seven', 'abrams']","['yamato', 'infernus', 'grey talon', 'pocket', 'mcginnis', 'shiv']",7.520153950144647,7.561753563586806
0,"['wraith', 'infernus', 'warden', 'seven', 'haze', 'ivy']","['grey talon', 'dynamo', 'kelvin', 'paradox', 'bebop', 'abrams']",7.462222194573017,7.470123298073226
0,"['abrams', 'haze', 'wraith', 'vindicta', 'warden', 'dynamo']","['viscous', 'seven', 'grey talon', 'lady geist', 'infernus', 'mcginnis']",7.4967708277258245,7.430734939423433
1,"['viscous', 'mcginnis', 'vindicta', 'seven', 'abrams', 'bebop']","['haze', 'mo & krill', 'kelvin', 'pocket', 'lady geist', 'warden']",7.380044880671738,7.53548805249771
1,"['vindicta', 'mo & krill', 'yamato', 'infernus', 'haze', 'ivy']","['pocket', 'bebop', 'wraith', 'seven', 'mcginnis', 'grey talon']",7.578669954987783,7.452379297615165
0,"['ivy', 'pocket', 'lady geist', 'warden', 'seven', 'wraith']","['mcginnis', 'abrams', 'paradox', 'haze', 'vindicta', 'shiv']",7.397618654667422,7.532661965334237
1,"['vindicta', 'warden', 'dynamo', 'mcginnis', 'mo & krill', 'seven']","['kelvin', 'haze', 'lash', 'infernus', 'ivy', 'bebop']",7.467183129804774,7.508297563962749
1,"['ivy', 'pocket', 'grey talon', 'bebop', 'seven', 'wraith']","['mcginnis', 'shiv', 'infernus', 'warden', 'haze', 'vindicta']",7.49952404608465,7.5197793189440665
1,"['pocket', 'haze', 'warden', 'kelvin', 'bebop', 'lady geist']","['infernus', 'wraith', 'abrams', 'seven', 'grey talon', 'vindicta']",7.474580412554855,7.525192775671403
0,"['viscous', 'seven', 'wraith', 'ivy', 'haze', 'grey talon']","['mcginnis', 'dynamo', 'paradox', 'lady geist', 'vindicta', 'infernus']",7.494415895710964,7.54225009409078
1,"['vindicta', 'seven', 'lady geist', 'abrams', 'mo & krill', 'mcginnis']","['dynamo', 'grey talon', 'infernus', 'wraith', 'haze', 'ivy']",7.448546562596837,7.593944966692461
0,"['lady geist', 'seven', 'haze', 'mcginnis', 'infernus', 'wraith']","['warden', 'pocket', 'lash', 'abrams', 'grey talon', 'vindicta']",7.518427360412742,7.436210304350837
1,"['seven', 'mcginnis', 'infernus', 'lady geist', 'mo & krill', 'bebop']","['paradox', 'shiv', 'wraith', 'dynamo', 'warden', 'haze']",7.4892908216361835,7.5500774101426975
0,"['infernus', 'seven', 'dynamo', 'bebop', 'lady geist', 'mcginnis']","['abrams', 'yamato', 'vindicta', 'mo & krill', 'grey talon', 'wraith']",7.480278455325115,7.5444573429953214
1,"['infernus', 'vindicta', 'wraith', 'paradox', 'lady geist', 'viscous']","['bebop', 'mcginnis', 'warden', 'mo & krill', 'abrams', 'kelvin']",7.496495318841104,7.410557560484405
1,"['haze', 'abrams', 'grey talon', 'warden', 'infernus', 'ivy']","['mo & krill', 'paradox', 'dynamo', 'vindicta', 'mcginnis', 'pocket']",7.4871521501643805,7.557817467886989
1,"['lash', 'bebop', 'lady geist', 'pocket', 'dynamo', 'wraith']","['warden', 'vindicta', 'mcginnis', 'kelvin', 'seven', 'infernus']",7.444874192184313,7.415973548019778
0,"['shiv', 'viscous', 'paradox', 'seven', 'lash', 'mcginnis']","['grey talon', 'warden', 'wraith', 'bebop', 'abrams', 'vindicta']",7.50290974800782,7.482056026593106
1,"['shiv', 'lash', 'seven', 'kelvin', 'vindicta', 'grey talon']","['bebop', 'yamato', 'ivy', 'mo & krill', 'abrams', 'lady geist']",7.4806350729116105,7.456755267556925
0,"['mo & krill', 'wraith', 'haze', 'bebop', 'vindicta', 'seven']","['lady geist', 'viscous', 'mcginnis', 'ivy', 'paradox', 'grey talon']",7.536769452621329,7.459784695236419
0,"['haze', 'vindicta', 'mcginnis', 'bebop', 'mo & krill', 'viscous']","['infernus', 'shiv', 'ivy', 'seven', 'yamato', 'dynamo']",7.495612948024392,7.556673476947247
1,"['bebop', 'lady geist', 'haze', 'yamato', 'vindicta', 'grey talon']","['infernus', 'wraith', 'pocket', 'abrams', 'paradox', 'kelvin']",7.5716272747791376,7.439438911509465
1,"['pocket', 'paradox', 'grey talon', 'seven', 'vindicta', 'wraith']","['infernus', 'haze', 'lash', 'bebop', 'shiv', 'abrams']",7.540001198536971,7.562003985695422
1,"['grey talon', 'lady geist', 'seven', 'wraith', 'haze', 'mo & krill']","['warden', 'yamato', 'pocket', 'mcginnis', 'lash', 'bebop']",7.547766689644886,7.390226237506906
0,"['warden', 'lash', 'yamato', 'infernus', 'haze', 'dynamo']","['wraith', 'kelvin', 'pocket', 'seven', 'grey talon', 'vindicta']",7.554884312471225,7.481019888026024
1,"['abrams', 'dynamo', 'grey talon', 'haze', 'vindicta', 'pocket']","['yamato', 'bebop', 'wraith', 'seven', 'shiv', 'infernus']",7.538227108429956,7.54312600986892
1,"['seven', 'abrams', 'haze', 'bebop', 'mcginnis', 'infernus']","['vindicta', 'pocket', 'wraith', 'lash', 'yamato', 'grey talon']",7.496479219158026,7.509351006392246
1,"['mo & krill', 'grey talon', 'infernus', 'mcginnis', 'haze', 'bebop']","['seven', 'wraith', 'dynamo', 'ivy', 'vindicta', 'warden']",7.6176973681851825,7.482539582654584
1,"['viscous', 'pocket', 'haze', 'infernus', 'bebop', 'grey talon']","['lash', 'mcginnis', 'shiv', 'paradox', 'wraith', 'vindicta']",7.545164554423736,7.529670328929721
0,"['seven', 'grey talon', 'vindicta', 'lady geist', 'yamato', 'haze']","['kelvin', 'lash', 'shiv', 'pocket', 'warden', 'infernus']",7.565806370916222,7.4361091459949815
0,"['ivy', 'vindicta', 'haze', 'seven', 'grey talon', 'infernus']","['warden', 'pocket', 'abrams', 'mcginnis', 'mo & krill', 'viscous']",7.578553030918902,7.418430676697357
0,"['shiv', 'abrams', 'wraith', 'paradox', 'infernus', 'viscous']","['lady geist', 'grey talon', 'seven', 'haze', 'ivy', 'warden']",7.521044199460195,7.476299532953173
0,"['ivy', 'infernus', 'shiv', 'viscous', 'abrams', 'mo & krill']","['pocket', 'lash', 'haze', 'mcginnis', 'grey talon', 'vindicta']",7.564435712421696,7.535247894289036
0,"['infernus', 'kelvin', 'haze', 'warden', 'lady geist', 'grey talon']","['vindicta', 'bebop', 'yamato', 'paradox', 'seven', 'wraith']",7.526660277867451,7.51581527221844
1,"['infernus', 'vindicta', 'bebop', 'warden', 'grey talon', 'haze']","['yamato', 'abrams', 'lady geist', 'mcginnis', 'seven', 'wraith']",7.589581780255674,7.391093947819087
0,"['mo & krill', 'paradox', 'seven', 'warden', 'vindicta', 'grey talon']","['kelvin', 'haze', 'lash', 'pocket', 'wraith', 'infernus']",7.563730022791663,7.498550667103013
1,"['bebop', 'wraith', 'paradox', 'warden', 'haze', 'dynamo']","['mcginnis', 'grey talon', 'shiv', 'seven', 'pocket', 'lady geist']",7.546896063239338,7.479381949195911
0,"['haze', 'warden', 'abrams', 'mo & krill', 'seven', 'bebop']","['infernus', 'mcginnis', 'wraith', 'grey talon', 'lady geist', 'ivy']",7.4795656071442345,7.479663208204823
0,"['dynamo', 'haze', 'bebop', 'pocket', 'paradox', 'seven']","['shiv', 'lash', 'abrams', 'kelvin', 'ivy', 'lady geist']",7.516154740566433,7.3647558617898445
0,"['viscous', 'seven', 'grey talon', 'haze', 'paradox', 'infernus']","['ivy', 'dynamo', 'lash', 'abrams', 'yamato', 'vindicta']",7.567719926679362,7.5053306556063495
1,"['vindicta', 'shiv', 'ivy', 'warden', 'mo & krill', 'kelvin']","['paradox', 'haze', 'pocket', 'yamato', 'abrams', 'seven']",7.442931853895685,7.470752835289505
1,"['dynamo', 'grey talon', 'paradox', 'kelvin', 'lady geist', 'shiv']","['seven', 'infernus', 'vindicta', 'abrams', 'haze', 'wraith']",7.524765481486202,7.535568133992665
0,"['mcginnis', 'shiv', 'vindicta', 'haze', 'seven', 'abrams']","['warden', 'paradox', 'infernus', 'mo & krill', 'grey talon', 'bebop']",7.493572988908581,7.624083922096038
1,"['infernus', 'ivy', 'viscous', 'vindicta', 'bebop', 'haze']","['dynamo', 'yamato', 'wraith', 'seven', 'lash', 'abrams']",7.541555925797139,7.4640764698619675
0,"['lash', 'bebop', 'shiv', 'mcginnis', 'warden', 'viscous']","['pocket', 'mo & krill', 'vindicta', 'infernus', 'haze', 'dynamo']",7.362598170182355,7.637616605180912
1,"['vindicta', 'bebop', 'lady geist', 'viscous', 'yamato', 'infernus']","['kelvin', 'seven', 'grey talon', 'haze', 'lash', 'wraith']",7.47864778612505,7.463283094902242
1,"['seven', 'yamato', 'vindicta', 'infernus', 'mo & krill', 'mcginnis']","['grey talon', 'wraith', 'lady geist', 'viscous', 'bebop', 'abrams']",7.530809646391479,7.438670219368377
0,"['pocket', 'kelvin', 'lady geist', 'infernus', 'wraith', 'bebop']","['haze', 'viscous', 'dynamo', 'mcginnis', 'seven', 'mo & krill']",7.442489082783136,7.4779938214644535
1,"['grey talon', 'bebop', 'dynamo', 'ivy', 'mcginnis', 'seven']","['yamato', 'pocket', 'shiv', 'haze', 'lady geist', 'vindicta']",7.47079278392116,7.542432747754718
0,"['seven', 'kelvin', 'mo & krill', 'lady geist', 'vindicta', 'pocket']","['mcginnis', 'infernus', 'grey talon', 'haze', 'dynamo', 'wraith']",7.49116443089497,7.583475237763017
1,"['grey talon', 'vindicta', 'warden', 'paradox', 'infernus', 'seven']","['ivy', 'viscous', 'abrams', 'wraith', 'dynamo', 'haze']",7.543056579731328,7.4720375288911525
1,"['abrams', 'lash', 'infernus', 'vindicta', 'lady geist', 'seven']","['wraith', 'dynamo', 'bebop', 'paradox', 'haze', 'mcginnis']",7.491072625535051,7.5429021012371
1,"['bebop', 'infernus', 'viscous', 'mcginnis', 'warden', 'abrams']","['seven', 'shiv', 'kelvin', 'dynamo', 'yamato', 'haze']",7.353417878112274,7.543400348105762
0,"['mcginnis', 'wraith', 'bebop', 'seven', 'grey talon', 'yamato']","['haze', 'lady geist', 'pocket', 'vindicta', 'shiv', 'ivy']",7.478060002101718,7.547786403979093
1,"['abrams', 'vindicta', 'lady geist', 'grey talon', 'yamato', 'warden']","['wraith', 'seven', 'haze', 'mcginnis', 'lash', 'bebop']",7.457566069322829,7.476418785070071
0,"['dynamo', 'infernus', 'ivy', 'seven', 'warden', 'yamato']","['bebop', 'haze', 'pocket', 'mo & krill', 'grey talon', 'wraith']",7.476244169610795,7.608264329539507
0,"['bebop', 'haze', 'dynamo', 'lash', 'infernus', 'seven']","['mo & krill', 'grey talon', 'abrams', 'vindicta', 'mcginnis', 'yamato']",7.603590961080258,7.519488663341581
1,"['dynamo', 'infernus', 'vindicta', 'lash', 'seven', 'grey talon']","['kelvin', 'bebop', 'wraith', 'paradox', 'abrams', 'mcginnis']",7.57883930210437,7.3952190608306525
0,"['vindicta', 'haze', 'lady geist', 'infernus', 'wraith', 'seven']","['yamato', 'bebop', 'dynamo', 'grey talon', 'viscous', 'paradox']",7.566485534132022,7.506520823830594
0,"['seven', 'haze', 'infernus', 'bebop', 'grey talon', 'mo & krill']","['wraith', 'abrams', 'paradox', 'vindicta', 'viscous', 'lady geist']",7.6324163345213805,7.429696605646495
1,"['viscous', 'yamato', 'grey talon', 'shiv', 'vindicta', 'pocket']","['infernus', 'haze', 'seven', 'abrams', 'mo & krill', 'mcginnis']",7.505278080112589,7.55627771715093
0,"['yamato', 'seven', 'wraith', 'mcginnis', 'grey talon', 'infernus']","['pocket', 'paradox', 'shiv', 'ivy', 'vindicta', 'haze']",7.5219103054212635,7.608419179113022
0,"['seven', 'bebop', 'grey talon', 'shiv', 'abrams', 'wraith']","['lady geist', 'dynamo', 'infernus', 'warden', 'kelvin', 'haze']",7.502054404511886,7.538002691379766
1,"['lash', 'yamato', 'wraith', 'ivy', 'paradox', 'mo & krill']","['kelvin', 'seven', 'infernus', 'abrams', 'grey talon', 'vindicta']",7.548709203225298,7.462988996758936
0,"['wraith', 'bebop', 'pocket', 'mcginnis', 'paradox', 'viscous']","['vindicta', 'haze', 'mo & krill', 'dynamo', 'shiv', 'lady geist']",7.404981177931171,7.549406288507103
0,"['mo & krill', 'abrams', 'bebop', 'viscous', 'mcginnis', 'infernus']","['seven', 'kelvin', 'vindicta', 'haze', 'warden', 'lady geist']",7.500696638251002,7.486958222657352
0,"['wraith', 'infernus', 'pocket', 'lady geist', 'vindicta', 'paradox']","['mcginnis', 'seven', 'shiv', 'warden', 'bebop', 'abrams']",7.541210254895331,7.355076872558859
1,"['lash', 'vindicta', 'wraith', 'seven', 'paradox', 'infernus']","['shiv', 'dynamo', 'kelvin', 'abrams', 'viscous', 'grey talon']",7.567089482423787,7.411686327229673
1,"['dynamo', 'warden', 'kelvin', 'seven', 'grey talon', 'mcginnis']","['bebop', 'haze', 'lady geist', 'vindicta', 'mo & krill', 'infernus']",7.429890439113999,7.5856281518379145
0,"['grey talon', 'bebop', 'mcginnis', 'infernus', 'dynamo', 'ivy']","['wraith', 'haze', 'seven', 'vindicta', 'kelvin', 'mo & krill']",7.534881009375409,7.509104701845088
1,"['viscous', 'infernus', 'bebop', 'kelvin', 'ivy', 'haze']","['lash', 'abrams', 'seven', 'lady geist', 'yamato', 'vindicta']",7.466527665206104,7.441875427411201
0,"['infernus', 'bebop', 'kelvin', 'paradox', 'wraith', 'haze']","['vindicta', 'dynamo', 'abrams', 'seven', 'lash', 'lady geist']",7.538902238921084,7.465162726225882
1,"['haze', 'grey talon', 'infernus', 'vindicta', 'seven', 'shiv']","['mcginnis', 'wraith', 'paradox', 'abrams', 'kelvin', 'bebop']",7.604748945283996,7.395219060830651
1,"['bebop', 'lady geist', 'shiv', 'wraith', 'haze', 'vindicta']","['dynamo', 'pocket', 'grey talon', 'lash', 'yamato', 'seven']",7.55862409569061,7.502247141303297
0,"['vindicta', 'dynamo', 'shiv', 'haze', 'ivy', 'bebop']","['infernus', 'warden', 'seven', 'pocket', 'wraith', 'grey talon']",7.5823929009978865,7.496841005589612
0,"['viscous', 'haze', 'pocket', 'lash', 'lady geist', 'grey talon']","['warden', 'wraith', 'bebop', 'shiv', 'paradox', 'ivy']",7.456940596589094,7.500259070863432
1,"['viscous', 'dynamo', 'grey talon', 'wraith', 'shiv', 'abrams']","['ivy', 'paradox', 'lady geist', 'kelvin', 'infernus', 'haze']",7.456369254675709,7.4862408050849565
0,"['haze', 'viscous', 'wraith', 'lady geist', 'mcginnis', 'kelvin']","['paradox', 'infernus', 'grey talon', 'dynamo', 'bebop', 'vindicta']",7.342856563884424,7.602466794385918
0,"['ivy', 'bebop', 'kelvin', 'mcginnis', 'seven', 'grey talon']","['mo & krill', 'viscous', 'lady geist', 'abrams', 'infernus', 'shiv']",7.411500725251213,7.515455439208687
1,"['mo & krill', 'grey talon', 'dynamo', 'viscous', 'bebop', 'ivy']","['haze', 'wraith', 'seven', 'paradox', 'shiv', 'lady geist']",7.538880805797214,7.569292822455296
0,"['ivy', 'grey talon', 'kelvin', 'seven', 'bebop', 'wraith']","['vindicta', 'lady geist', 'haze', 'infernus', 'mcginnis', 'warden']",7.450611848328293,7.534503887431198
0,"['vindicta', 'warden', 'infernus', 'seven', 'yamato', 'haze']","['mcginnis', 'abrams', 'bebop', 'viscous', 'wraith', 'grey talon']",7.51786490780854,7.401943829590356
1,"['seven', 'mo & krill', 'mcginnis', 'yamato', 'warden', 'lady geist']","['haze', 'bebop', 'infernus', 'vindicta', 'dynamo', 'kelvin']",7.412720465190065,7.589344847982514
1,"['seven', 'yamato', 'paradox', 'shiv', 'grey talon', 'lady geist']","['wraith', 'infernus', 'kelvin', 'mcginnis', 'haze', 'dynamo']",7.552558837373052,7.517991823201972
1,"['ivy', 'grey talon', 'lash', 'seven', 'viscous', 'mo & krill']","['warden', 'haze', 'yamato', 'pocket', 'abrams', 'vindicta']",7.531062779208235,7.458681251328384
1,"['bebop', 'dynamo', 'yamato', 'pocket', 'infernus', 'wraith']","['mcginnis', 'haze', 'ivy', 'kelvin', 'seven', 'abrams']",7.526543058512653,7.397559006038904
1,"['vindicta', 'pocket', 'abrams', 'bebop', 'mcginnis', 'paradox']","['seven', 'lady geist', 'lash', 'warden', 'infernus', 'wraith']",7.458038191622443,7.420555046079165
1,"['vindicta', 'mcginnis', 'yamato', 'shiv', 'dynamo', 'viscous']","['seven', 'haze', 'lash', 'mo & krill', 'ivy', 'warden']",7.483553253533338,7.4523542517150965
0,"['abrams', 'viscous', 'lady geist', 'vindicta', 'haze', 'paradox']","['seven', 'yamato', 'pocket', 'mcginnis', 'warden', 'ivy']",7.4721340051711715,7.4101341364050075
1,"['wraith', 'vindicta', 'abrams', 'lash', 'infernus', 'viscous']","['warden', 'seven', 'haze', 'grey talon', 'kelvin', 'yamato']",7.456568415868615,7.483451066062467
0,"['dynamo', 'grey talon', 'infernus', 'haze', 'mcginnis', 'paradox']","['pocket', 'vindicta', 'wraith', 'abrams', 'seven', 'warden']",7.602072589841124,7.415344830013056
0,"['yamato', 'infernus', 'warden', 'shiv', 'grey talon', 'vindicta']","['haze', 'ivy', 'paradox', 'abrams', 'seven', 'wraith']",7.517956088832737,7.520949556138762
1,"['wraith', 'infernus', 'dynamo', 'lash', 'haze', 'abrams']","['mcginnis', 'grey talon', 'pocket', 'vindicta', 'ivy', 'seven']",7.542557120233345,7.499628165806377
0,"['grey talon', 'seven', 'abrams', 'lady geist', 'pocket', 'mcginnis']","['vindicta', 'shiv', 'infernus', 'lash', 'haze', 'paradox']",7.394673704040724,7.627736230011294
1,"['dynamo', 'pocket', 'shiv', 'vindicta', 'wraith', 'haze']","['yamato', 'lady geist', 'seven', 'grey talon', 'paradox', 'mcginnis']",7.579229252196749,7.47566230699339
0,"['vindicta', 'abrams', 'mcginnis', 'mo & krill', 'lash', 'haze']","['infernus', 'seven', 'grey talon', 'lady geist', 'warden', 'bebop']",7.523369121636076,7.501798647161996
0,"['grey talon', 'paradox', 'seven', 'shiv', 'mo & krill', 'dynamo']","['haze', 'bebop', 'wraith', 'abrams', 'lash', 'viscous']",7.585616855328495,7.459201523255614
1,"['viscous', 'mcginnis', 'haze', 'seven', 'wraith', 'infernus']","['lash', 'abrams', 'kelvin', 'ivy', 'vindicta', 'bebop']",7.464902922336661,7.440161985602954
1,"['dynamo', 'pocket', 'lady geist', 'haze', 'infernus', 'abrams']","['warden', 'mcginnis', 'vindicta', 'wraith', 'lash', 'kelvin']",7.522343935565825,7.355024030531146
0,"['infernus', 'warden', 'kelvin', 'grey talon', 'wraith', 'paradox']","['viscous', 'yamato', 'seven', 'mo & krill', 'haze', 'mcginnis']",7.485305544022101,7.503555319749306
1,"['warden', 'grey talon', 'mcginnis', 'ivy', 'vindicta', 'yamato']","['viscous', 'lady geist', 'infernus', 'haze', 'seven', 'lash']",7.4799810110665375,7.5120802103946795
1,"['vindicta', 'lash', 'abrams', 'haze', 'pocket', 'kelvin']","['bebop', 'wraith', 'infernus', 'dynamo', 'viscous', 'seven']",7.459155277128193,7.468390093510018
1,"['kelvin', 'mo & krill', 'infernus', 'abrams', 'viscous', 'vindicta']","['pocket', 'haze', 'bebop', 'dynamo', 'mcginnis', 'paradox']",7.481921857307218,7.5209273231069425
0,"['mo & krill', 'abrams', 'infernus', 'wraith', 'lash', 'ivy']","['mcginnis', 'grey talon', 'yamato', 'lady geist', 'seven', 'viscous']",7.525975012635143,7.411260548243641
1,"['grey talon', 'infernus', 'paradox', 'yamato', 'mcginnis', 'lash']","['lady geist', 'seven', 'wraith', 'warden', 'haze', 'bebop']",7.572505676013644,7.473889683390345
0,"['wraith', 'yamato', 'infernus', 'seven', 'vindicta', 'lady geist']","['pocket', 'haze', 'warden', 'ivy', 'bebop', 'grey talon']",7.51442051458878,7.526528862148733
0,"['infernus', 'vindicta', 'paradox', 'bebop', 'yamato', 'mcginnis']","['shiv', 'warden', 'lady geist', 'grey talon', 'mo & krill', 'dynamo']",7.528709547857872,7.519883778779364
0,"['mcginnis', 'lady geist', 'abrams', 'infernus', 'wraith', 'vindicta']","['grey talon', 'bebop', 'viscous', 'paradox', 'seven', 'dynamo']",7.456761351270467,7.475116739020526
0,"['lady geist', 'viscous', 'pocket', 'kelvin', 'warden', 'grey talon']","['paradox', 'mcginnis', 'bebop', 'dynamo', 'seven', 'wraith']",7.375200490929111,7.4817107351023235
1,"['lash', 'warden', 'seven', 'wraith', 'infernus', 'grey talon']","['bebop', 'mo & krill', 'mcginnis', 'vindicta', 'paradox', 'abrams']",7.452711679768619,7.531213492909486
0,"['shiv', 'seven', 'paradox', 'bebop', 'grey talon', 'mcginnis']","['haze', 'vindicta', 'wraith', 'lady geist', 'infernus', 'warden']",7.529578175105094,7.537708070706894
0,"['wraith', 'haze', 'ivy', 'viscous', 'grey talon', 'infernus']","['bebop', 'lady geist', 'yamato', 'lash', 'vindicta', 'seven']",7.538026768824916,7.480399804113232
1,"['kelvin', 'ivy', 'infernus', 'vindicta', 'viscous', 'lady geist']","['grey talon', 'warden', 'shiv', 'seven', 'paradox', 'mcginnis']",7.398346098751141,7.478162255881612
0,"['haze', 'seven', 'ivy', 'mcginnis', 'infernus', 'kelvin']","['paradox', 'vindicta', 'bebop', 'yamato', 'lash', 'lady geist']",7.463428701174242,7.497046804227756
1,"['grey talon', 'shiv', 'seven', 'abrams', 'wraith', 'warden']","['haze', 'mcginnis', 'viscous', 'dynamo', 'bebop', 'pocket']",7.403751929411751,7.425300405381606
1,"['pocket', 'ivy', 'bebop', 'abrams', 'vindicta', 'infernus']","['dynamo', 'mcginnis', 'seven', 'kelvin', 'haze', 'warden']",7.533977798827681,7.468350831383368
1,"['mcginnis', 'vindicta', 'kelvin', 'wraith', 'seven', 'grey talon']","['mo & krill', 'bebop', 'infernus', 'paradox', 'haze', 'pocket']",7.44080454170833,7.6756324703592576
1,"['wraith', 'abrams', 'bebop', 'dynamo', 'paradox', 'mcginnis']","['infernus', 'seven', 'haze', 'vindicta', 'pocket', 'kelvin']",7.462958434985772,7.549086537268434
1,"['grey talon', 'seven', 'yamato', 'mcginnis', 'vindicta', 'wraith']","['lash', 'dynamo', 'warden', 'ivy', 'haze', 'infernus']",7.507627083983554,7.529241155126458
0,"['bebop', 'haze', 'vindicta', 'lady geist', 'seven', 'lash']","['paradox', 'infernus', 'viscous', 'wraith', 'shiv', 'mcginnis']",7.534940590491061,7.5341993940480725
1,"['haze', 'seven', 'mcginnis', 'pocket', 'grey talon', 'mo & krill']","['abrams', 'wraith', 'warden', 'dynamo', 'kelvin', 'bebop']",7.5830316987718005,7.405083767777706
1,"['vindicta', 'grey talon', 'infernus', 'seven', 'wraith', 'lady geist']","['bebop', 'lash', 'pocket', 'dynamo', 'haze', 'mo & krill']",7.5526403048098985,7.5791861710140385
1,"['shiv', 'haze', 'abrams', 'dynamo', 'vindicta', 'wraith']","['mo & krill', 'grey talon', 'mcginnis', 'bebop', 'lady geist', 'infernus']",7.530889054155316,7.54249271418842
1,"['wraith', 'grey talon', 'paradox', 'yamato', 'viscous', 'infernus']","['vindicta', 'dynamo', 'ivy', 'seven', 'abrams', 'warden']",7.554947087913329,7.439322495778755
0,"['seven', 'wraith', 'kelvin', 'paradox', 'grey talon', 'lady geist']","['mcginnis', 'vindicta', 'ivy', 'lash', 'bebop', 'viscous']",7.450648057754385,7.4487212856337885
1,"['abrams', 'lash', 'kelvin', 'ivy', 'paradox', 'bebop']","['lady geist', 'pocket', 'seven', 'shiv', 'haze', 'vindicta']",7.458502078437719,7.562029224725311
1,"['vindicta', 'grey talon', 'abrams', 'pocket', 'mo & krill', 'dynamo']","['paradox', 'wraith', 'ivy', 'seven', 'mcginnis', 'shiv']",7.552209093166836,7.553704742748969
0,"['grey talon', 'seven', 'lady geist', 'mo & krill', 'vindicta', 'mcginnis']","['pocket', 'wraith', 'bebop', 'haze', 'lash', 'infernus']",7.498875214124641,7.568992811280827
0,"['pocket', 'infernus', 'wraith', 'warden', 'paradox', 'seven']","['mo & krill', 'shiv', 'haze', 'grey talon', 'vindicta', 'yamato']",7.495628634625918,7.591754891784904
1,"['bebop', 'vindicta', 'infernus', 'grey talon', 'wraith', 'seven']","['lady geist', 'mcginnis', 'lash', 'ivy', 'pocket', 'haze']",7.573413158987401,7.466762461502421
1,"['wraith', 'grey talon', 'pocket', 'haze', 'bebop', 'mcginnis']","['lady geist', 'vindicta', 'shiv', 'infernus', 'seven', 'abrams']",7.523147540681498,7.5039238310201455
0,"['kelvin', 'dynamo', 'viscous', 'abrams', 'ivy', 'infernus']","['pocket', 'haze', 'lash', 'mcginnis', 'seven', 'bebop']",7.400132357417396,7.486437775600715
0,"['haze', 'grey talon', 'bebop', 'abrams', 'seven', 'infernus']","['lash', 'viscous', 'vindicta', 'paradox', 'kelvin', 'warden']",7.557777200769162,7.398879744569077
0,"['shiv', 'vindicta', 'wraith', 'haze', 'warden', 'lady geist']","['seven', 'dynamo', 'mo & krill', 'infernus', 'yamato', 'kelvin']",7.513348003647386,7.5307720781623475
1,"['seven', 'lash', 'warden', 'dynamo', 'bebop', 'wraith']","['kelvin', 'lady geist', 'mo & krill', 'vindicta', 'haze', 'infernus']",7.444279218478145,7.559890288381141
1,"['haze', 'seven', 'ivy', 'vindicta', 'shiv', 'grey talon']","['mo & krill', 'abrams', 'lash', 'wraith', 'pocket', 'yamato']",7.561299870648536,7.486582803303102
0,"['yamato', 'seven', 'ivy', 'viscous', 'kelvin', 'haze']","['grey talon', 'bebop', 'lady geist', 'warden', 'pocket', 'infernus']",7.433739099172873,7.522593253217962
1,"['bebop', 'seven', 'infernus', 'vindicta', 'wraith', 'haze']","['shiv', 'paradox', 'grey talon', 'dynamo', 'pocket', 'kelvin']",7.580891459648407,7.521186951784511
0,"['viscous', 'haze', 'mcginnis', 'bebop', 'lady geist', 'wraith']","['dynamo', 'grey talon', 'seven', 'vindicta', 'warden', 'shiv']",7.409671419829893,7.511017809717269
0,"['paradox', 'yamato', 'dynamo', 'grey talon', 'vindicta', 'pocket']","['infernus', 'haze', 'mcginnis', 'wraith', 'seven', 'kelvin']",7.520083424858556,7.4684389959237265
0,"['vindicta', 'lash', 'shiv', 'infernus', 'dynamo', 'abrams']","['grey talon', 'ivy', 'haze', 'mcginnis', 'wraith', 'paradox']",7.526978550962452,7.567230269204217
1,"['mo & krill', 'abrams', 'vindicta', 'paradox', 'shiv', 'lady geist']","['mcginnis', 'haze', 'bebop', 'seven', 'infernus', 'wraith']",7.533470978310898,7.52883894668852
