matchid,duration,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6300332,35:19,1,pocket,warden,vindicta,grey talon,wraith,lady geist,haze,ivy,infernus,seven,mcginnis,bebop
6300333,27:01,1,yamato,vindicta,bebop,seven,kelvin,pocket,ivy,abrams,shiv,haze,grey talon,wraith
6300335,43:45,0,shiv,yamato,mcginnis,wraith,vindicta,lady geist,infernus,dynamo,lash,bebop,seven,haze
6300336,46:56,0,mo & krill,kelvin,seven,dynamo,infernus,yamato,vindicta,pocket,haze,abrams,grey talon,bebop
6300337,23:33,0,mcginnis,vindicta,warden,abrams,paradox,infernus,grey talon,bebop,haze,seven,lady geist,wraith
6300338,17:53,0,yamato,seven,bebop,dynamo,mcginnis,grey talon,abrams,lady geist,infernus,shiv,haze,vindicta
6300339,34:17,1,paradox,viscous,abrams,pocket,wraith,bebop,lash,lady geist,kelvin,grey talon,haze,mcginnis
6300343,26:48,1,grey talon,haze,infernus,yamato,pocket,warden,seven,wraith,bebop,vindicta,dynamo,lady geist
6300346,30:51,1,wraith,lady geist,abrams,warden,bebop,vindicta,seven,haze,shiv,dynamo,infernus,ivy
6300352,22:14,1,wraith,bebop,mo & krill,haze,grey talon,infernus,vindicta,lash,shiv,seven,paradox,yamato
6300354,29:39,0,abrams,grey talon,haze,lady geist,mcginnis,vindicta,seven,bebop,infernus,yamato,wraith,paradox
6300355,26:12,0,bebop,paradox,vindicta,mcginnis,seven,wraith,shiv,yamato,haze,infernus,pocket,abrams
6300356,38:34,1,mo & krill,dynamo,shiv,haze,ivy,mcginnis,grey talon,seven,infernus,wraith,lady geist,bebop
6300357,20:42,1,kelvin,haze,bebop,pocket,grey talon,mo & krill,infernus,wraith,vindicta,seven,paradox,mcginnis
6300358,27:13,0,haze,mcginnis,seven,dynamo,vindicta,kelvin,bebop,wraith,lady geist,grey talon,viscous,paradox
6300360,23:15,1,mo & krill,infernus,dynamo,seven,abrams,bebop,haze,mcginnis,ivy,lady geist,vindicta,kelvin
6300361,26:22,1,seven,haze,yamato,lady geist,bebop,vindicta,dynamo,mcginnis,infernus,pocket,abrams,wraith
6300363,35:56,1,bebop,wraith,viscous,shiv,grey talon,haze,infernus,lady geist,vindicta,dynamo,lash,seven
6300364,31:56,0,grey talon,warden,seven,haze,abrams,vindicta,wraith,yamato,lash,infernus,paradox,shiv
6300365,40:45,1,bebop,kelvin,seven,yamato,grey talon,abrams,haze,warden,infernus,wraith,shiv,viscous
6300367,26:22,0,warden,vindicta,wraith,bebop,abrams,mcginnis,yamato,haze,paradox,infernus,ivy,seven
6300368,39:49,1,abrams,mo & krill,mcginnis,yamato,bebop,vindicta,infernus,haze,warden,ivy,seven,wraith
6300369,22:15,0,dynamo,lady geist,warden,lash,mcginnis,grey talon,kelvin,seven,paradox,bebop,ivy,infernus
6300370,17:53,0,infernus,kelvin,bebop,pocket,shiv,mcginnis,lady geist,vindicta,dynamo,wraith,viscous,seven
6300371,18:40,1,haze,mcginnis,abrams,wraith,infernus,warden,grey talon,viscous,bebop,seven,mo & krill,pocket
6300372,19:31,1,haze,shiv,kelvin,grey talon,mo & krill,abrams,warden,yamato,mcginnis,seven,viscous,bebop
6300375,34:58,1,viscous,infernus,dynamo,bebop,mcginnis,wraith,warden,paradox,kelvin,shiv,seven,haze
6300377,33:35,1,bebop,mo & krill,yamato,infernus,grey talon,shiv,warden,haze,seven,mcginnis,paradox,viscous
6300378,39:03,1,pocket,mcginnis,yamato,vindicta,abrams,kelvin,paradox,seven,bebop,haze,wraith,ivy
6300381,31:08,0,haze,vindicta,pocket,seven,infernus,warden,kelvin,grey talon,lady geist,viscous,abrams,wraith
6300382,51:32,1,haze,seven,lady geist,yamato,pocket,wraith,bebop,infernus,grey talon,mcginnis,warden,kelvin
6300386,25:49,0,vindicta,bebop,infernus,ivy,abrams,haze,warden,shiv,seven,lash,pocket,grey talon
6300388,23:23,1,abrams,yamato,paradox,bebop,viscous,shiv,mcginnis,haze,mo & krill,wraith,lady geist,infernus
6300394,25:57,0,infernus,haze,abrams,kelvin,yamato,warden,seven,mcginnis,pocket,wraith,bebop,grey talon
6300396,34:35,1,vindicta,yamato,haze,kelvin,mcginnis,grey talon,infernus,lady geist,seven,ivy,wraith,bebop
6300397,54:36,1,lady geist,infernus,mcginnis,mo & krill,wraith,shiv,abrams,pocket,vindicta,seven,grey talon,haze
6300398,36:28,1,seven,wraith,vindicta,grey talon,pocket,haze,kelvin,bebop,mcginnis,infernus,shiv,mo & krill
6300400,44:03,1,infernus,mcginnis,kelvin,seven,haze,wraith,vindicta,lady geist,bebop,abrams,paradox,grey talon
6300401,18:05,1,bebop,mcginnis,vindicta,viscous,grey talon,dynamo,infernus,warden,paradox,abrams,seven,haze
6300402,26:48,1,pocket,warden,mo & krill,abrams,bebop,haze,wraith,grey talon,infernus,lady geist,vindicta,seven
6300403,41:00,0,yamato,lash,seven,warden,wraith,paradox,ivy,infernus,vindicta,pocket,haze,grey talon
6300404,37:53,1,seven,warden,paradox,wraith,abrams,grey talon,lady geist,kelvin,infernus,haze,shiv,viscous
6300405,29:22,1,grey talon,warden,shiv,paradox,vindicta,seven,infernus,haze,kelvin,wraith,yamato,bebop
6300406,14:50,0,paradox,haze,grey talon,seven,wraith,vindicta,viscous,yamato,dynamo,infernus,lady geist,bebop
6300407,42:10,0,wraith,mcginnis,haze,infernus,yamato,vindicta,grey talon,seven,pocket,paradox,lady geist,bebop
6300408,54:12,0,paradox,ivy,wraith,warden,dynamo,yamato,seven,viscous,vindicta,lady geist,haze,pocket
6300409,40:43,1,kelvin,seven,dynamo,shiv,viscous,abrams,haze,infernus,wraith,mcginnis,vindicta,grey talon
6300410,39:17,0,warden,vindicta,grey talon,infernus,abrams,haze,seven,kelvin,bebop,mcginnis,wraith,dynamo
6300415,37:03,1,vindicta,kelvin,seven,mcginnis,wraith,ivy,mo & krill,grey talon,shiv,abrams,infernus,bebop
6300419,41:23,1,shiv,seven,paradox,haze,lady geist,bebop,wraith,grey talon,vindicta,mcginnis,infernus,dynamo
6300422,41:01,1,bebop,abrams,dynamo,vindicta,lady geist,infernus,kelvin,mcginnis,pocket,seven,paradox,haze
6300423,13:30,0,yamato,seven,mcginnis,haze,paradox,warden,wraith,dynamo,infernus,vindicta,abrams,bebop
6300424,20:08,0,bebop,grey talon,ivy,lady geist,infernus,haze,mo & krill,wraith,paradox,vindicta,seven,mcginnis
6300425,26:28,1,wraith,seven,paradox,shiv,grey talon,infernus,bebop,viscous,mo & krill,haze,lady geist,mcginnis
6300426,42:35,1,abrams,dynamo,mcginnis,pocket,wraith,grey talon,vindicta,haze,seven,lady geist,bebop,paradox
6300427,44:23,1,wraith,vindicta,mcginnis,paradox,infernus,lady geist,grey talon,haze,seven,yamato,bebop,shiv
6300428,29:47,0,haze,viscous,mcginnis,seven,yamato,mo & krill,abrams,warden,grey talon,wraith,infernus,paradox
6300429,52:17,1,pocket,shiv,haze,kelvin,yamato,lady geist,vindicta,wraith,dynamo,seven,warden,mcginnis
6300430,28:34,1,shiv,lash,abrams,wraith,grey talon,haze,vindicta,infernus,kelvin,bebop,seven,yamato
6300434,34:39,1,pocket,kelvin,warden,yamato,haze,paradox,dynamo,mcginnis,wraith,ivy,abrams,seven
6300435,41:52,1,viscous,pocket,abrams,lash,lady geist,bebop,mo & krill,infernus,grey talon,seven,kelvin,shiv
6300438,44:31,1,vindicta,abrams,wraith,dynamo,bebop,lash,mcginnis,yamato,seven,lady geist,haze,infernus
6300440,38:14,1,mo & krill,mcginnis,seven,vindicta,bebop,kelvin,haze,abrams,dynamo,wraith,warden,pocket
6300441,49:12,1,mo & krill,wraith,vindicta,ivy,pocket,lady geist,haze,seven,yamato,shiv,infernus,bebop
6300442,18:39,1,grey talon,paradox,dynamo,abrams,bebop,vindicta,haze,wraith,mcginnis,kelvin,seven,infernus
6300443,20:29,0,haze,seven,yamato,grey talon,pocket,ivy,infernus,wraith,mcginnis,shiv,paradox,lash
6300444,33:42,1,kelvin,warden,mcginnis,shiv,bebop,yamato,seven,infernus,vindicta,haze,wraith,lady geist
6300445,38:48,0,kelvin,dynamo,vindicta,viscous,ivy,warden,seven,wraith,mo & krill,haze,infernus,lady geist
6300448,20:19,1,seven,mo & krill,grey talon,haze,paradox,infernus,warden,lash,mcginnis,yamato,vindicta,lady geist
6300449,27:36,0,yamato,bebop,wraith,mcginnis,seven,lady geist,kelvin,infernus,dynamo,grey talon,viscous,shiv
6300450,33:54,1,abrams,mcginnis,infernus,viscous,mo & krill,vindicta,shiv,grey talon,bebop,haze,warden,wraith
6300451,23:33,1,vindicta,shiv,bebop,wraith,paradox,pocket,warden,seven,mcginnis,haze,infernus,grey talon
6300454,29:08,1,ivy,paradox,mo & krill,dynamo,lady geist,bebop,abrams,yamato,pocket,shiv,viscous,infernus
6300457,17:28,1,yamato,lash,bebop,grey talon,paradox,vindicta,mcginnis,seven,infernus,abrams,ivy,kelvin
6300460,22:31,0,infernus,wraith,viscous,lash,haze,mcginnis,vindicta,bebop,kelvin,seven,abrams,dynamo
6300461,37:20,0,kelvin,abrams,mcginnis,viscous,vindicta,bebop,haze,wraith,infernus,grey talon,pocket,seven
6300462,24:38,0,mo & krill,pocket,dynamo,paradox,haze,kelvin,shiv,viscous,vindicta,seven,yamato,wraith
6300463,22:51,1,seven,paradox,grey talon,yamato,shiv,lady geist,wraith,infernus,bebop,vindicta,haze,mcginnis
6300469,24:57,1,ivy,grey talon,seven,bebop,wraith,warden,haze,kelvin,mcginnis,shiv,viscous,infernus
6300471,39:41,0,lady geist,mcginnis,wraith,seven,paradox,infernus,vindicta,haze,grey talon,abrams,warden,bebop
6300472,29:27,0,seven,vindicta,haze,lady geist,yamato,grey talon,mcginnis,wraith,lash,warden,mo & krill,bebop
6300473,30:00,1,vindicta,wraith,shiv,lady geist,mo & krill,ivy,seven,abrams,haze,bebop,mcginnis,infernus
6300474,35:37,0,mcginnis,seven,pocket,warden,yamato,infernus,haze,vindicta,kelvin,lash,abrams,lady geist
6300475,30:57,1,bebop,vindicta,dynamo,wraith,haze,paradox,seven,warden,shiv,grey talon,pocket,kelvin
6300481,34:15,1,haze,abrams,yamato,shiv,ivy,grey talon,infernus,vindicta,seven,dynamo,wraith,kelvin
6300482,26:03,0,grey talon,bebop,vindicta,lash,paradox,kelvin,mcginnis,pocket,mo & krill,viscous,seven,infernus
6300486,46:22,0,bebop,shiv,grey talon,lady geist,mo & krill,pocket,haze,abrams,viscous,wraith,paradox,infernus
6300487,17:07,1,lady geist,paradox,shiv,bebop,vindicta,viscous,grey talon,kelvin,wraith,infernus,haze,seven
6300488,18:10,1,warden,mcginnis,vindicta,seven,infernus,kelvin,paradox,dynamo,grey talon,ivy,haze,bebop
6300489,18:41,1,yamato,mo & krill,vindicta,mcginnis,warden,infernus,grey talon,dynamo,haze,seven,shiv,kelvin
6300490,38:47,1,infernus,bebop,haze,grey talon,mcginnis,warden,paradox,seven,viscous,lady geist,wraith,mo & krill
6300491,35:21,1,mo & krill,paradox,lady geist,dynamo,infernus,vindicta,abrams,lash,haze,shiv,seven,grey talon
6300492,25:24,0,pocket,seven,vindicta,lady geist,warden,abrams,wraith,infernus,yamato,kelvin,haze,grey talon
6300494,31:36,1,warden,grey talon,lady geist,ivy,bebop,yamato,paradox,lash,haze,shiv,vindicta,mo & krill
6300500,24:05,1,mo & krill,dynamo,vindicta,mcginnis,haze,lady geist,warden,grey talon,infernus,seven,wraith,ivy
6300501,20:07,1,bebop,mo & krill,lady geist,abrams,warden,seven,lash,vindicta,pocket,wraith,kelvin,mcginnis
6300502,21:18,1,seven,warden,vindicta,viscous,lady geist,grey talon,mcginnis,yamato,bebop,paradox,kelvin,infernus
6300503,25:03,0,vindicta,mcginnis,mo & krill,lady geist,infernus,yamato,dynamo,haze,grey talon,wraith,ivy,seven
6300504,27:29,1,viscous,infernus,lady geist,grey talon,haze,bebop,seven,wraith,mo & krill,paradox,vindicta,mcginnis
6300506,22:01,0,abrams,mcginnis,infernus,vindicta,pocket,bebop,wraith,dynamo,haze,warden,seven,grey talon
6300509,32:35,1,abrams,lady geist,vindicta,haze,mcginnis,lash,dynamo,yamato,shiv,bebop,warden,wraith
6300511,18:59,0,vindicta,paradox,dynamo,seven,pocket,abrams,grey talon,haze,yamato,warden,shiv,infernus
6300512,20:45,1,paradox,wraith,ivy,abrams,bebop,lash,lady geist,mcginnis,kelvin,yamato,warden,infernus
6300513,37:03,1,wraith,ivy,infernus,abrams,warden,shiv,paradox,vindicta,bebop,grey talon,haze,seven
6300514,52:17,1,wraith,paradox,mo & krill,haze,grey talon,yamato,bebop,kelvin,infernus,abrams,shiv,mcginnis
6300515,8:43,0,shiv,infernus,viscous,abrams,mo & krill,ivy,paradox,grey talon,haze,kelvin,seven,mcginnis
6300519,38:43,1,lady geist,bebop,shiv,haze,vindicta,ivy,grey talon,yamato,infernus,mcginnis,abrams,seven
6300520,24:37,1,seven,haze,dynamo,lady geist,yamato,mcginnis,bebop,kelvin,pocket,vindicta,warden,abrams
6300521,34:29,1,warden,paradox,shiv,kelvin,grey talon,seven,wraith,pocket,viscous,mo & krill,abrams,haze
6300522,40:54,0,ivy,paradox,warden,yamato,haze,bebop,lash,mcginnis,vindicta,wraith,shiv,seven
6300523,14:30,1,haze,seven,vindicta,bebop,wraith,viscous,mo & krill,abrams,warden,shiv,mcginnis,grey talon
6300524,22:45,0,warden,seven,wraith,pocket,vindicta,lady geist,infernus,kelvin,shiv,ivy,bebop,haze
6300525,25:48,0,haze,wraith,pocket,infernus,lash,paradox,seven,mo & krill,grey talon,shiv,ivy,vindicta
6300528,22:37,0,seven,abrams,mcginnis,haze,warden,infernus,vindicta,grey talon,bebop,paradox,shiv,wraith
6300532,28:09,0,paradox,wraith,seven,vindicta,infernus,grey talon,haze,dynamo,bebop,pocket,lady geist,mcginnis
6300533,18:14,0,paradox,lady geist,infernus,mcginnis,grey talon,haze,abrams,vindicta,dynamo,seven,wraith,bebop
6300534,25:24,1,viscous,lady geist,mo & krill,pocket,dynamo,bebop,wraith,infernus,vindicta,yamato,haze,grey talon
6300535,24:38,0,haze,shiv,viscous,vindicta,mcginnis,abrams,warden,grey talon,wraith,bebop,seven,infernus
6300536,36:54,1,shiv,infernus,haze,warden,mcginnis,lady geist,dynamo,mo & krill,vindicta,grey talon,kelvin,wraith
6300538,34:47,1,haze,wraith,grey talon,kelvin,mcginnis,lash,viscous,bebop,warden,seven,infernus,dynamo
6300540,29:56,0,warden,dynamo,paradox,lady geist,shiv,seven,pocket,wraith,lash,ivy,bebop,abrams
6300541,41:40,0,lash,bebop,haze,mcginnis,kelvin,abrams,warden,wraith,dynamo,seven,vindicta,infernus
6300543,26:08,1,vindicta,paradox,dynamo,haze,warden,seven,infernus,mcginnis,wraith,lady geist,ivy,kelvin
6300544,18:00,0,lady geist,seven,bebop,yamato,mo & krill,warden,paradox,dynamo,haze,lash,grey talon,viscous
6300545,34:27,0,lady geist,vindicta,grey talon,kelvin,haze,infernus,mo & krill,paradox,shiv,seven,wraith,bebop
6300548,38:21,0,wraith,dynamo,shiv,lady geist,haze,vindicta,infernus,viscous,ivy,lash,abrams,mo & krill
6300551,24:51,1,vindicta,paradox,lady geist,wraith,bebop,kelvin,dynamo,warden,seven,pocket,haze,infernus
6300556,20:39,1,lady geist,grey talon,mo & krill,haze,vindicta,mcginnis,seven,wraith,bebop,infernus,shiv,kelvin
6300557,27:08,0,haze,vindicta,wraith,infernus,pocket,ivy,seven,abrams,mcginnis,grey talon,bebop,lash
6300558,29:44,0,seven,bebop,mo & krill,lady geist,lash,viscous,haze,grey talon,warden,shiv,dynamo,pocket
6300559,44:25,1,ivy,mo & krill,shiv,bebop,abrams,dynamo,infernus,paradox,warden,haze,lady geist,pocket
6300560,37:38,1,pocket,dynamo,grey talon,lady geist,haze,ivy,wraith,lash,abrams,warden,yamato,seven
6300564,24:21,0,grey talon,infernus,warden,mo & krill,pocket,seven,lash,yamato,paradox,mcginnis,dynamo,kelvin
6300565,31:10,0,mcginnis,abrams,grey talon,shiv,kelvin,seven,viscous,warden,paradox,dynamo,pocket,vindicta
6300567,27:15,1,bebop,grey talon,mcginnis,lash,haze,yamato,lady geist,infernus,paradox,wraith,vindicta,seven
6300572,22:42,1,haze,lash,paradox,mo & krill,seven,infernus,wraith,yamato,lady geist,mcginnis,bebop,abrams
6300574,15:31,1,kelvin,pocket,vindicta,mcginnis,lash,bebop,haze,wraith,mo & krill,warden,infernus,seven
6300575,34:21,1,mcginnis,seven,yamato,lady geist,vindicta,warden,infernus,wraith,haze,lash,pocket,kelvin
6300576,30:43,1,dynamo,kelvin,paradox,infernus,abrams,viscous,grey talon,mo & krill,seven,haze,ivy,wraith
6300577,43:22,1,vindicta,lash,bebop,yamato,wraith,seven,paradox,shiv,infernus,dynamo,grey talon,haze
6300578,32:35,1,haze,warden,abrams,kelvin,infernus,grey talon,vindicta,dynamo,bebop,seven,yamato,wraith
6300579,39:26,0,warden,grey talon,yamato,mo & krill,viscous,seven,wraith,infernus,vindicta,mcginnis,abrams,haze
6300580,39:01,1,infernus,seven,mcginnis,paradox,bebop,wraith,haze,kelvin,grey talon,dynamo,vindicta,yamato
6300583,15:19,0,haze,seven,paradox,viscous,pocket,shiv,kelvin,warden,abrams,grey talon,mcginnis,mo & krill
6300584,15:59,1,lady geist,haze,mo & krill,shiv,wraith,abrams,warden,lash,ivy,seven,infernus,mcginnis
6300587,33:14,1,lash,dynamo,lady geist,pocket,grey talon,seven,warden,mo & krill,abrams,mcginnis,haze,wraith
6300589,10:15,0,kelvin,pocket,bebop,yamato,vindicta,abrams,ivy,paradox,haze,wraith,seven,grey talon
6300591,44:39,0,paradox,seven,mo & krill,bebop,ivy,vindicta,mcginnis,kelvin,wraith,haze,infernus,pocket
6300592,36:04,1,abrams,kelvin,grey talon,warden,dynamo,shiv,seven,haze,lash,wraith,viscous,bebop
6300593,25:57,1,bebop,viscous,abrams,wraith,lash,paradox,kelvin,grey talon,mcginnis,haze,infernus,seven
6300596,20:25,1,vindicta,infernus,ivy,bebop,yamato,grey talon,warden,lash,seven,abrams,haze,wraith
6300601,41:24,1,lash,infernus,yamato,ivy,vindicta,mo & krill,haze,seven,pocket,bebop,shiv,wraith
6300607,24:07,0,wraith,lash,ivy,seven,abrams,grey talon,haze,mo & krill,mcginnis,lady geist,infernus,yamato
6300608,39:02,0,vindicta,ivy,abrams,pocket,dynamo,mcginnis,warden,yamato,infernus,mo & krill,seven,haze
6300609,45:27,1,viscous,shiv,warden,lash,dynamo,haze,yamato,mo & krill,infernus,vindicta,abrams,seven
6300612,38:13,0,haze,abrams,viscous,lash,pocket,seven,bebop,paradox,mo & krill,ivy,infernus,wraith
6300613,27:48,1,grey talon,vindicta,wraith,haze,warden,yamato,dynamo,bebop,seven,abrams,shiv,infernus
6300617,14:11,0,warden,yamato,grey talon,seven,infernus,vindicta,mcginnis,haze,wraith,bebop,lash,kelvin
6300618,25:26,1,seven,pocket,dynamo,haze,paradox,vindicta,grey talon,warden,mcginnis,wraith,infernus,bebop
6300619,23:34,0,shiv,abrams,grey talon,mo & krill,seven,haze,infernus,kelvin,vindicta,lash,warden,bebop
6300621,38:28,0,ivy,infernus,shiv,abrams,viscous,mcginnis,haze,seven,bebop,yamato,vindicta,dynamo
6300625,41:14,0,grey talon,bebop,infernus,vindicta,pocket,warden,haze,seven,wraith,mo & krill,ivy,yamato
6300626,14:07,1,infernus,yamato,haze,bebop,lash,kelvin,ivy,seven,wraith,viscous,shiv,lady geist
6300632,39:21,1,wraith,pocket,mcginnis,lady geist,paradox,grey talon,shiv,seven,haze,infernus,vindicta,bebop
6300637,35:06,1,bebop,viscous,haze,shiv,ivy,seven,wraith,grey talon,infernus,abrams,warden,mo & krill
6300638,36:23,1,abrams,bebop,mcginnis,vindicta,seven,infernus,ivy,paradox,wraith,warden,pocket,haze
6300640,32:19,0,bebop,seven,warden,mcginnis,infernus,paradox,abrams,yamato,haze,wraith,mo & krill,viscous
6300641,30:37,1,abrams,mcginnis,mo & krill,grey talon,infernus,seven,haze,bebop,kelvin,pocket,wraith,lash
6300642,30:52,0,mo & krill,haze,kelvin,warden,seven,abrams,vindicta,wraith,mcginnis,paradox,yamato,lady geist
6300643,31:33,0,bebop,warden,mcginnis,lash,lady geist,seven,infernus,yamato,haze,shiv,abrams,grey talon
6300644,21:53,0,grey talon,haze,seven,infernus,yamato,warden,bebop,wraith,lash,mo & krill,paradox,abrams
6300645,34:17,0,abrams,lady geist,lash,vindicta,mo & krill,dynamo,wraith,infernus,shiv,bebop,seven,haze
6300646,30:45,1,wraith,ivy,paradox,shiv,grey talon,seven,infernus,vindicta,warden,dynamo,lady geist,haze
6300654,11:38,1,kelvin,seven,grey talon,infernus,wraith,lash,haze,bebop,dynamo,paradox,ivy,vindicta
6300656,46:16,0,lady geist,ivy,dynamo,kelvin,paradox,grey talon,infernus,warden,bebop,vindicta,mo & krill,wraith
6300657,39:50,0,lady geist,grey talon,ivy,yamato,paradox,warden,seven,lash,shiv,haze,mo & krill,infernus
6300660,33:43,1,haze,grey talon,viscous,bebop,warden,vindicta,pocket,yamato,dynamo,shiv,abrams,seven
6300662,13:45,1,haze,mo & krill,lash,mcginnis,dynamo,seven,wraith,vindicta,yamato,ivy,grey talon,bebop
6300667,28:49,0,warden,mo & krill,infernus,seven,vindicta,kelvin,bebop,haze,grey talon,wraith,pocket,lash
6300669,43:18,0,haze,seven,viscous,yamato,vindicta,pocket,abrams,shiv,mo & krill,dynamo,infernus,wraith
6300670,34:27,0,mo & krill,mcginnis,seven,dynamo,haze,warden,viscous,kelvin,vindicta,shiv,abrams,infernus
6300672,13:59,1,wraith,seven,kelvin,viscous,lady geist,grey talon,warden,abrams,infernus,haze,paradox,pocket
6300676,24:39,0,shiv,mcginnis,viscous,seven,infernus,wraith,bebop,warden,haze,grey talon,vindicta,yamato
6300677,44:03,0,wraith,bebop,haze,infernus,shiv,grey talon,abrams,seven,viscous,paradox,vindicta,mo & krill
6300678,14:29,1,seven,haze,bebop,shiv,infernus,dynamo,warden,vindicta,wraith,ivy,lady geist,mcginnis
6300679,34:52,0,ivy,yamato,viscous,infernus,abrams,haze,mcginnis,mo & krill,vindicta,paradox,seven,wraith
6300686,29:47,0,shiv,kelvin,lady geist,vindicta,infernus,seven,warden,yamato,haze,wraith,pocket,viscous
6300688,33:49,1,haze,ivy,shiv,bebop,lady geist,mcginnis,seven,mo & krill,viscous,kelvin,abrams,warden
6300693,49:52,1,bebop,kelvin,grey talon,pocket,seven,viscous,wraith,abrams,dynamo,haze,yamato,infernus
6300694,41:57,1,shiv,seven,abrams,pocket,kelvin,haze,mcginnis,grey talon,wraith,infernus,warden,paradox
6300695,36:09,1,wraith,grey talon,haze,dynamo,bebop,shiv,mcginnis,seven,mo & krill,pocket,vindicta,lady geist
6300696,26:32,0,seven,infernus,bebop,dynamo,abrams,vindicta,grey talon,lash,wraith,warden,haze,lady geist
6300697,35:07,1,abrams,seven,pocket,paradox,infernus,kelvin,wraith,ivy,haze,viscous,grey talon,vindicta
6300698,39:05,0,wraith,paradox,infernus,bebop,grey talon,yamato,viscous,dynamo,seven,abrams,kelvin,mcginnis
6300699,42:06,1,seven,infernus,pocket,viscous,wraith,paradox,lash,kelvin,lady geist,vindicta,haze,bebop
6300707,16:13,1,mo & krill,wraith,paradox,mcginnis,dynamo,lady geist,pocket,grey talon,infernus,vindicta,seven,viscous
6300709,28:23,0,seven,wraith,vindicta,kelvin,warden,yamato,shiv,bebop,haze,infernus,grey talon,paradox
6300713,27:07,1,abrams,infernus,grey talon,bebop,dynamo,yamato,pocket,lady geist,seven,kelvin,vindicta,haze
6300714,15:12,0,lady geist,shiv,yamato,haze,bebop,wraith,abrams,paradox,lash,seven,warden,infernus
6300719,33:11,1,mcginnis,viscous,bebop,infernus,pocket,yamato,abrams,paradox,warden,seven,lady geist,haze
6300723,35:02,0,kelvin,seven,mcginnis,vindicta,shiv,bebop,grey talon,haze,wraith,paradox,mo & krill,yamato
6300724,23:50,1,abrams,pocket,vindicta,mo & krill,wraith,haze,lash,bebop,warden,yamato,infernus,seven
6300725,26:24,0,kelvin,bebop,mcginnis,vindicta,seven,ivy,haze,wraith,pocket,paradox,dynamo,infernus
6300727,44:14,0,wraith,seven,haze,grey talon,infernus,yamato,mcginnis,ivy,pocket,mo & krill,dynamo,vindicta
6300729,44:50,1,infernus,pocket,bebop,lash,vindicta,kelvin,ivy,seven,viscous,lady geist,haze,paradox
6300730,27:30,0,infernus,mo & krill,abrams,haze,bebop,seven,shiv,wraith,lash,vindicta,lady geist,grey talon
6300731,29:39,0,yamato,shiv,grey talon,haze,seven,infernus,bebop,lady geist,mo & krill,paradox,pocket,wraith
6300732,27:25,1,shiv,kelvin,bebop,wraith,vindicta,paradox,seven,haze,infernus,yamato,mcginnis,abrams
6300734,22:29,0,haze,seven,shiv,lady geist,wraith,vindicta,abrams,paradox,infernus,dynamo,warden,yamato
6300735,43:45,0,vindicta,ivy,seven,mo & krill,viscous,wraith,dynamo,bebop,lash,mcginnis,infernus,haze
6300736,19:56,1,haze,dynamo,mcginnis,vindicta,grey talon,warden,kelvin,bebop,abrams,pocket,wraith,seven
6300737,17:47,0,infernus,lady geist,kelvin,bebop,warden,haze,mcginnis,seven,wraith,shiv,grey talon,vindicta
6300738,25:46,0,lady geist,shiv,paradox,warden,lash,mo & krill,wraith,mcginnis,ivy,haze,seven,vindicta
6300741,27:21,0,haze,bebop,infernus,lady geist,seven,paradox,dynamo,shiv,grey talon,vindicta,viscous,mcginnis
6300742,34:17,0,vindicta,lady geist,viscous,kelvin,grey talon,seven,abrams,paradox,pocket,mcginnis,haze,ivy
6300743,33:55,1,infernus,haze,mo & krill,bebop,lash,wraith,warden,abrams,seven,mcginnis,dynamo,lady geist
6300744,27:24,0,wraith,haze,lady geist,mcginnis,seven,grey talon,viscous,dynamo,lash,kelvin,abrams,mo & krill
6300745,31:39,1,ivy,lash,kelvin,vindicta,bebop,abrams,grey talon,haze,seven,yamato,shiv,infernus
6300747,34:41,0,kelvin,infernus,bebop,viscous,lash,haze,vindicta,yamato,paradox,seven,wraith,warden
6300753,24:33,0,dynamo,seven,yamato,haze,infernus,vindicta,mcginnis,viscous,wraith,grey talon,kelvin,paradox
6300754,24:28,1,ivy,lady geist,mcginnis,infernus,pocket,wraith,warden,seven,mo & krill,paradox,haze,lash
6300755,24:00,1,grey talon,infernus,mcginnis,seven,lady geist,mo & krill,haze,bebop,ivy,wraith,warden,paradox
6300756,24:56,0,mo & krill,wraith,bebop,mcginnis,haze,dynamo,pocket,paradox,viscous,seven,kelvin,infernus
6300757,36:24,1,shiv,infernus,warden,vindicta,mcginnis,bebop,kelvin,grey talon,seven,haze,abrams,yamato
6300759,24:22,0,pocket,mo & krill,lady geist,seven,wraith,grey talon,yamato,vindicta,abrams,infernus,mcginnis,haze
6300760,25:52,0,mcginnis,infernus,pocket,bebop,abrams,kelvin,seven,grey talon,ivy,vindicta,viscous,wraith
6300761,28:48,0,haze,wraith,pocket,lady geist,bebop,infernus,paradox,grey talon,seven,shiv,yamato,vindicta
6300762,41:49,0,seven,infernus,viscous,wraith,ivy,mo & krill,mcginnis,warden,vindicta,pocket,haze,lash
6300763,39:17,1,ivy,vindicta,bebop,shiv,haze,pocket,viscous,grey talon,mcginnis,infernus,seven,kelvin
6300764,34:19,0,seven,bebop,infernus,haze,yamato,pocket,grey talon,wraith,vindicta,lady geist,mcginnis,paradox
