matchid,duration,winner,hero_1_A,nickname_1_A,lane_1_A,kills_1_A,deaths_1_A,assists_1_A,souls_1_A,SPM_1_A,last_hits_1_A,denies_1_A,level_1_A,hero_2_A,nickname_2_A,lane_2_A,kills_2_A,deaths_2_A,assists_2_A,souls_2_A,SPM_2_A,last_hits_2_A,denies_2_A,level_2_A,hero_3_A,nickname_3_A,lane_3_A,kills_3_A,deaths_3_A,assists_3_A,souls_3_A,SPM_3_A,last_hits_3_A,denies_3_A,level_3_A,hero_4_A,nickname_4_A,lane_4_A,kills_4_A,deaths_4_A,assists_4_A,souls_4_A,SPM_4_A,last_hits_4_A,denies_4_A,level_4_A,hero_5_A,nickname_5_A,lane_5_A,kills_5_A,deaths_5_A,assists_5_A,souls_5_A,SPM_5_A,last_hits_5_A,denies_5_A,level_5_A,hero_6_A,nickname_6_A,lane_6_A,kills_6_A,deaths_6_A,assists_6_A,souls_6_A,SPM_6_A,last_hits_6_A,denies_6_A,level_6_A,hero_1_B,nickname_1_B,lane_1_B,kills_1_B,deaths_1_B,assists_1_B,souls_1_B,SPM_1_B,last_hits_1_B,denies_1_B,level_1_B,hero_2_B,nickname_2_B,lane_2_B,kills_2_B,deaths_2_B,assists_2_B,souls_2_B,SPM_2_B,last_hits_2_B,denies_2_B,level_2_B,hero_3_B,nickname_3_B,lane_3_B,kills_3_B,deaths_3_B,assists_3_B,souls_3_B,SPM_3_B,last_hits_3_B,denies_3_B,level_3_B,hero_4_B,nickname_4_B,lane_4_B,kills_4_B,deaths_4_B,assists_4_B,souls_4_B,SPM_4_B,last_hits_4_B,denies_4_B,level_4_B,hero_5_B,nickname_5_B,lane_5_B,kills_5_B,deaths_5_B,assists_5_B,souls_5_B,SPM_5_B,last_hits_5_B,denies_5_B,level_5_B,hero_6_B,nickname_6_B,lane_6_B,kills_6_B,deaths_6_B,assists_6_B,souls_6_B,SPM_6_B,last_hits_6_B,denies_6_B,level_6_B
6426207,38:35,The Amber Hand,Bebop,Bam-Bam-Panda,Left,8,8,5,38254,991.46,165,8,29,Seven,Mosingo,Mid Right,15,4,10,63893,1655.97,346,13,33,Pocket,chickem run,Mid Right,11,3,14,41776,1082.75,140,9,30,Shiv,"You See, Im a Goo Man",Right,4,7,16,46802,1213.01,213,5,32,Ivy,Oprah Zynfrey,Right,7,6,15,44312,1148.48,183,13,31,Abrams,Michael Jackzyn,Right,2,6,8,36705,951.32,182,10,29,Dynamo,Kabuta,Left,8,5,7,40503,1049.75,197,32,30,Grey Talon,Charity,Mid Right,4,5,14,30289,785.03,126,10,27,Haze,Doba,Mid Right,6,12,12,37338,967.72,220,10,29,Paradox,Ed Ed Burger,Right,4,9,8,31843,825.3,213,16,27,Lady Geist,Crunchy Frosted Wheats,Right,5,9,11,32870,851.92,159,12,27,Lash,Fuzzypickles,Right,7,7,12,33385,865.27,138,17,28
6426208,30:23,The Sapphire Flame,Vindicta,I-am-myan-trash,Left,5,6,6,25732,846.91,82,10,25,Lash,Fluffy,Left,2,9,7,26080,858.37,147,3,25,Haze,primus8773,Mid Right,10,8,6,33359,1097.94,168,28,28,Dynamo,Userbrn,Right,1,12,5,18976,624.55,58,7,22,Seven,33650184,Right,1,10,6,22675,746.3,159,4,24,Wraith,DirtyApples,Right,7,5,9,30309,997.55,173,29,27,Paradox,FastAsThunder,Left,7,10,7,21758,716.12,135,3,23,Infernus,DeadArise,Left,9,2,12,40595,1336.09,191,2,30,Abrams,actuallyinsane,Mid Right,18,5,5,39245,1291.66,196,7,30,Warden,DavidEatsRice,Right,8,2,8,34565,1137.63,145,10,28,McGinnis,zzzzzzzzzzzzzzzzzzzzzzzzzz,Right,3,4,3,28517,938.57,172,16,26,Ivy,Tamhara,Right,5,3,19,34217,1126.18,147,7,28
6426209,29:18,The Sapphire Flame,Warden,Barney Sandlers,Left,12,7,8,28634,977.27,101,7,26,Wraith,Superfanman,Left,6,7,6,26127,891.71,163,21,25,Ivy,53222632,Mid Right,1,6,13,19608,669.22,107,6,22,Paradox,240100394,Right,1,15,0,15869,541.6,101,1,20,Yamato,Thunderwlkr,Right,16,6,4,27610,942.32,85,8,26,McGinnis,45247246,Right,3,7,9,23508,802.32,113,16,24,Abrams,365189314,Left,8,7,10,26935,919.28,105,0,25,Grey Talon,1087351944,Left,5,7,7,24487,835.73,95,4,25,Mo & Krill,210145725,Mid Right,12,8,6,27630,943.0,128,3,26,Infernus,133874631,Right,17,1,7,37565,1282.08,158,31,29,Seven,1199779802,Right,4,10,9,21272,726.01,123,1,23,Kelvin,84508612,Right,2,6,10,19811,676.14,79,8,22
6426210,28:16,The Sapphire Flame,Wraith,Max.,Left,8,8,3,29993,1061.07,157,7,26,Mo & Krill,AndraqSoPro,Mid Right,2,12,3,21967,777.13,117,2,23,Haze,128448980,Mid Right,9,6,6,27288,965.38,100,13,26,Warden,117379040,Right,3,8,7,20148,712.78,69,2,23,McGinnis,82032885,Right,4,7,7,24132,853.73,115,3,25,Abrams,94501710,Right,10,6,4,26502,937.57,108,5,25,Bebop,ForgotteN~,Left,2,8,8,18749,663.29,83,7,22,Shiv,348408772,Mid Right,20,5,8,31516,1114.95,100,4,27,Seven,biscuit,Mid Right,10,2,14,31713,1121.92,147,16,27,Pocket,sand,Right,4,7,11,24052,850.9,111,14,24,Infernus,1081045289,Right,9,4,8,28253,999.52,134,1,26,Vindicta,Prufrock,Right,2,10,10,21738,769.03,126,3,23
6426211,22:08,The Amber Hand,Seven,Kirah_TwT,Left,8,3,6,24139,1090.62,125,1,25,Dynamo,221846566,Left,2,3,9,17543,792.61,53,6,21,Haze,214888586,Mid Right,7,4,5,17076,771.51,53,0,21,McGinnis,103521265,Right,11,1,11,28091,1269.17,129,4,26,Pocket,139944228,Right,8,5,9,20366,920.15,80,6,23,Paradox,299511482,Right,5,4,9,19633,887.03,91,6,22,Ivy,183590725,Left,8,8,2,19728,891.33,74,2,22,Abrams,116039057,Left,0,9,2,15476,699.22,80,2,21,Infernus,332965416,Mid Right,1,10,1,11834,534.67,61,0,16,Shiv,121610944,Right,0,2,0,767,34.65,7,3,2,Mo & Krill,165461494,Right,3,9,2,15481,699.44,54,3,20,Vindicta,Cherry,Right,7,3,4,25222,1139.55,113,6,25
6426212,38:19,The Sapphire Flame,Dynamo,BloodThirsty234,Left,8,8,17,35265,920.36,156,13,28,Mo & Krill,Calcilite,Mid Right,8,11,19,32627,851.51,114,2,27,Haze,Jolene,Mid Right,17,12,16,41083,1072.2,194,11,30,Seven,503114,Right,7,7,19,37462,977.69,239,6,29,Lash,cN-,Right,7,8,21,34024,887.97,128,4,28,Viscous,Stretch,Right,9,2,15,38801,1012.64,144,5,29,McGinnis,125390265,Left,3,8,17,33805,882.25,155,11,28,Bebop,33753148,Mid Right,16,8,16,40891,1067.19,134,8,30,Paradox,平和 - Space,Mid Right,5,10,16,40148,1047.79,145,3,30,Warden,Sheepy,Right,15,12,15,42554,1110.59,157,12,31,Abrams,242998352,Right,5,15,3,30782,803.36,116,5,27,Infernus,Hemispheres,Right,4,3,13,39655,1034.93,192,9,30
6426213,19:33,The Amber Hand,Infernus,Pasty,Left,6,1,12,18466,944.55,78,6,22,Haze,30326609,Mid Right,7,1,10,17091,874.22,60,1,21,Vindicta,68115928,Right,23,2,10,31201,1595.96,64,3,27,Bebop,1053076959,Right,5,7,17,15075,771.1,46,2,19,Grey Talon,329777146,Right,2,6,9,16846,861.69,65,5,21,Yamato,362481816,Right,3,1,4,19919,1018.87,111,17,22,Lady Geist,6953697,Left,1,9,6,13825,707.16,79,3,18,Dynamo,66717990,Mid Right,3,8,3,17253,882.51,81,13,21,Abrams,83823720,Right,2,15,3,12374,632.94,49,2,17,Lash,226311183,Right,0,7,1,8891,454.78,11,5,13,Warden,Earl Grey,Right,5,4,6,18568,949.77,66,3,22,Seven,83607825,Right,7,3,3,17637,902.15,57,3,21
6426214,23:36,The Amber Hand,Shiv,14351366,Left,6,4,9,21561,913.6,80,7,23,Viscous,65565915,Left,4,3,8,19760,837.29,100,4,22,Haze,Sullio™,Mid Right,13,1,6,29601,1254.28,163,31,26,Paradox,hiy2q,Right,3,1,3,18540,785.59,77,9,22,Pocket,312418093,Right,4,1,7,19779,838.09,68,14,22,Dynamo,AdanB,Right,6,1,5,28783,1219.62,177,5,26,Vindicta,119806096,Left,6,2,3,20504,868.81,71,10,23,Wraith,173808301,Left,3,9,3,11475,486.23,74,1,16,Seven,953561856,Mid Right,0,6,2,14388,609.66,136,11,19,Bebop,160222839,Right,0,6,1,11186,473.98,77,8,16,McGinnis,104209326,Right,0,8,2,10516,445.59,75,7,16,Infernus,167127157,Right,2,5,2,13634,577.71,94,12,18
6426215,55:18,The Sapphire Flame,Lady Geist,1042353004,Left,8,9,14,59769,1080.81,365,9,33,Warden,478054967,Mid Right,23,16,15,50156,906.98,154,16,33,Wraith,136423370,Mid Right,10,7,10,50152,906.91,205,16,33,Haze,148510268,Right,0,10,9,38674,699.35,219,2,29,Bebop,134026905,Right,12,8,18,52232,944.52,193,5,33,Grey Talon,basco,Right,14,4,13,69024,1248.17,401,18,33,Lash,367176104,Left,3,4,1,22966,415.3,93,10,24,Seven,150623523,Mid Right,3,17,21,50751,917.74,234,6,33,McGinnis,161971444,Mid Right,3,18,8,46952,849.04,206,14,32,Infernus,S1Mon,Right,9,8,15,72642,1313.6,341,8,33,Yamato,155243109,Right,15,15,11,62949,1138.32,191,21,33,Ivy,Fortnight,Right,21,6,20,91766,1659.42,403,23,33
6426220,27:02,The Amber Hand,Mo & Krill,290901290,Left,10,2,9,29440,1089.03,157,11,26,Warden,ZetmiiRTTV,Mid Right,4,4,8,25884,957.48,146,7,25,Dynamo,Tea Time Sensei,Right,7,3,16,26826,992.33,86,13,25,Vindicta,53341795,Right,4,0,11,26030,962.89,121,1,25,Seven,395851372,Right,15,3,18,32076,1186.54,179,2,27,Infernus,1212558185,Right,17,4,11,27311,1010.27,90,0,26,McGinnis,837370758,Left,0,8,1,22914,847.62,177,9,24,Shiv,professional game thrower,Mid Right,6,6,2,23915,884.65,93,28,24,Bebop,403903832,Right,4,9,4,22276,824.02,97,3,24,Ivy,82976365,Right,2,6,3,25088,928.04,108,8,25,Haze,1347819411,Right,1,12,2,16067,594.34,67,0,21,Abrams,1220899694,Right,3,16,2,17619,651.75,80,5,21
6426221,35:23,The Sapphire Flame,Lash,36514852,Left,8,8,14,36719,1037.75,135,20,29,Grey Talon,143121215,Mid Right,2,11,9,27289,771.24,90,3,26,Shiv,98836664,Mid Right,2,8,12,26006,734.98,36,0,25,Lady Geist,Grantham,Right,5,12,10,36143,1021.47,203,11,29,Abrams,HarveyTheRed,Right,9,6,14,37042,1046.88,112,5,29,Haze,Oskeylin,Right,14,12,12,45707,1291.77,156,8,32,Wraith,110271645,Left,3,6,11,36363,1027.69,225,5,29,Seven,102836367,Mid Right,11,6,12,34566,976.9,116,4,28,Warden,78367740,Mid Right,12,9,19,30970,875.27,76,13,27,Bebop,Mildly Aroused,Right,12,7,20,33699,952.4,135,3,28,Infernus,waffllly,Right,10,5,21,39399,1113.49,154,6,30,McGinnis,1065597075,Right,8,7,5,39095,1104.9,193,5,29
6426224,39:47,The Sapphire Flame,Infernus,107915850,Left,7,9,15,31817,799.76,173,3,27,Vindicta,Daddy Sanso,Mid Right,10,10,14,28530,717.13,127,13,26,McGinnis,♜ Rook ♜,Right,5,13,15,31123,782.31,166,6,27,Seven,Briggsy,Right,14,3,24,41239,1036.59,242,8,30,Viscous,406662588,Right,19,7,23,33683,846.66,109,6,28,Lady Geist,102427874,Right,4,12,21,26828,674.35,117,2,25,Haze,237673747,Left,15,5,17,48330,1214.83,273,13,33,Lash,Papa,Mid Right,12,11,22,37471,941.88,150,3,29,Abrams,1207342569,Right,13,12,23,37592,944.92,100,4,29,Wraith,SensuPanda™,Right,5,14,17,30100,756.6,120,6,27,Ivy,SmugAF,Right,7,5,21,34699,872.2,123,9,28,Bebop,107071302,Right,1,12,15,26095,655.93,76,5,25
6426225,42:52,The Sapphire Flame,Viscous,73972160,Left,7,8,9,38497,898.06,159,5,29,Bebop,184997410,Mid Right,12,14,16,32955,768.78,121,0,27,Seven,306344848,Mid Right,5,12,18,31066,724.71,90,2,27,Yamato,82551525,Right,15,7,15,47667,1111.98,189,15,32,Wraith,140390774,Right,6,9,14,40538,945.68,217,6,30,Vindicta,145723284,Right,5,15,8,27431,639.91,70,2,26,Dynamo,114744973,Left,9,8,26,34649,808.3,99,14,28,Infernus,RubberGoose,Mid Right,11,8,17,35763,834.28,153,7,28,Grey Talon,1136926140,Mid Right,3,7,20,38161,890.23,173,11,29,Mo & Krill,185814319,Right,11,9,28,39073,911.5,179,4,30,Haze,179805320,Right,27,9,21,49627,1157.71,158,8,33,Paradox,Some Asian Man,Right,3,10,16,29345,684.56,94,0,26
6426228,14:38,The Sapphire Flame,McGinnis,Capta1nChunk,Left,1,1,0,9301,635.6,73,2,14,Paradox,1025178373,Mid Right,0,1,0,3515,240.21,29,5,8,Wraith,166937305,Right,4,2,3,11582,791.48,51,6,16,Lady Geist,50898519,Right,5,5,3,10920,746.24,45,2,16,Vindicta,310783793,Right,6,7,2,13337,911.41,42,1,18,Warden,339572690,Right,0,5,2,2932,200.36,12,0,6,Seven,93856706,Left,1,1,0,14594,997.31,91,2,19,Pocket,1090640581,Mid Right,0,1,1,12056,823.87,78,2,17,Abrams,ramenshen,Right,7,1,0,14745,1007.63,41,8,19,Infernus,109866456,Right,1,7,1,12890,880.87,60,4,17,Haze,1050054831,Right,8,4,3,14488,990.07,56,2,19,Grey Talon,857558735,Right,3,2,7,12419,848.68,24,5,17
6426229,26:57,The Sapphire Flame,Wraith,HungryMoose,Left,6,1,11,22697,842.19,92,15,24,Infernus,157016368,Mid Right,0,0,0,1790,66.42,0,0,5,Seven,1166261142,Mid Right,19,4,9,30550,1133.58,149,8,27,Dynamo,286241604,Right,2,13,4,18478,685.64,109,4,22,Mo & Krill,155730222,Right,8,3,4,22747,844.04,81,32,24,Shiv,83669386,Right,7,3,3,18878,700.48,72,3,22,Grey Talon,bloatedfirebreathingpenguin,Left,0,5,5,16457,610.65,93,5,21,Bebop,462246894,Mid Right,4,9,7,18210,675.7,81,12,21,Haze,166947053,Mid Right,3,8,5,19043,706.6,72,6,22,McGinnis,916417055,Right,10,7,2,19634,728.53,102,9,22,Yamato,45153734,Right,4,8,3,18862,699.89,106,0,22,Warden,364210740,Right,2,5,11,17367,644.42,79,0,21
6426230,18:53,The Sapphire Flame,Mo & Krill,82488208,Left,0,6,1,7742,409.99,27,4,12,Shiv,k48u70,Left,5,7,0,12184,645.23,53,6,17,McGinnis,G59,Mid Right,1,11,3,11083,586.92,49,17,16,Haze,19821878,Right,5,8,2,11701,619.65,59,3,16,Grey Talon,108973303,Right,0,5,0,10231,541.8,66,1,15,Paradox,3505339,Right,0,7,0,9861,522.21,35,4,15,Seven,Fade_Eighty2,Left,6,2,12,18325,970.43,72,1,22,Kelvin,60747540,Left,4,1,16,17574,930.66,74,13,21,Viscous,satiss,Mid Right,8,1,10,16910,895.5,75,8,21,Dynamo,47361471,Right,5,6,6,14827,785.19,75,13,19,Ivy,Concept2,Right,8,0,15,19113,1012.16,68,8,22,Bebop,ON DA BEANZ & WEAPONIZED,Right,13,1,11,21268,1126.28,90,15,23
6426231,28:02,The Amber Hand,McGinnis,126644088,Left,2,10,9,24455,872.35,142,0,25,Abrams,38819013,Mid Right,1,9,7,16045,572.35,57,5,21,Grey Talon,74159376,Mid Right,2,12,6,14179,505.79,26,0,19,Infernus,55106337,Right,7,8,6,20219,721.25,79,9,23,Ivy,93994143,Right,0,5,13,20677,737.59,46,6,23,Seven,156289228,Right,14,5,5,26153,932.93,129,5,25,Bebop,drokken,Left,17,3,8,24766,883.45,138,7,25,Yamato,173029557,Mid Right,12,3,18,19041,679.23,44,6,22,Lash,41714,Mid Right,10,3,16,22391,798.73,85,7,24,Wraith,𝖘𝖑𝖚𝖌𝖌𝖊𝖗,Right,7,4,15,21004,749.25,103,17,23,Dynamo,151800957,Right,1,7,20,15338,547.13,46,2,20,Mo & Krill,440475052,Right,2,7,9,16603,592.26,58,3,21
6426232,28:25,The Sapphire Flame,Vindicta,107583342,Left,27,5,8,43288,1523.33,131,20,31,Haze,MrBlaK,Mid Right,2,6,9,19119,672.81,92,7,22,Paradox,100280492,Right,2,11,3,17113,602.22,72,7,21,Seven,87103980,Right,6,11,14,21975,773.31,83,0,23,McGinnis,207676837,Right,3,6,10,22238,782.57,114,7,24,Shiv,214876294,Right,4,9,15,20285,713.84,93,9,23,Infernus,209931821,Left,11,6,7,42942,1511.16,235,4,31,Lady Geist,254896845,Mid Right,8,4,7,30501,1073.35,126,5,27,Bebop,7245019,Right,7,8,12,25689,904.01,116,4,25,Warden,Agito Takeuchi,Right,14,8,13,31234,1099.14,95,3,27,Lash,236704563,Right,4,9,10,18820,662.29,31,3,22,Dynamo,MjrWeeb,Right,4,9,7,20670,727.39,67,7,23
6426233,31:46,The Amber Hand,Kelvin,162438903,Left,0,6,11,17104,538.43,98,6,21,Vindicta,149777408,Mid Right,24,1,13,44494,1400.65,193,8,31,Seven,160414928,Mid Right,5,5,13,24575,773.61,144,4,25,Wraith,twinstarxo,Right,10,3,17,22310,702.31,72,3,24,Bebop,412582193,Right,5,6,13,18704,588.79,94,1,22,Pocket,411696792,Right,8,1,10,20859,656.63,76,3,23,Abrams,204342133,Left,6,7,3,23651,744.52,118,8,24,McGinnis,134274043,Mid Right,4,13,2,23526,740.59,121,3,24,Ivy,81477857,Mid Right,0,7,3,18513,582.78,97,2,22,Warden,104455573,Right,1,14,0,14844,467.28,51,2,19,Haze,184220268,Right,4,8,7,21543,678.16,81,4,23,Yamato,920364884,Right,7,3,5,26843,845.01,115,10,25
6426234,26:11,The Amber Hand,Haze,100055657,Left,8,4,12,23819,909.7,105,2,24,Abrams,478760316,Mid Right,5,7,7,20494,782.71,94,0,23,Seven,438702777,Right,10,3,24,27788,1061.29,132,0,26,Bebop,212622906,Right,6,11,12,20586,786.23,66,0,23,Mo & Krill,130499547,Right,12,6,15,23517,898.17,63,0,24,McGinnis,163758891,Right,15,4,8,32274,1232.62,145,2,27,Infernus,1540040048,Left,3,9,1,23093,881.97,161,10,24,Grey Talon,108440516,Mid Right,2,8,4,15266,583.04,71,0,20,Lash,47999467,Right,4,11,10,19041,727.22,76,5,22,Warden,161653352,Right,9,14,11,20529,784.05,69,4,23,Ivy,198859372,Right,5,7,7,21186,809.14,74,10,23,Vindicta,210462042,Right,12,7,9,25493,973.63,81,5,25
6426235,35:40,The Amber Hand,Warden,129349325,Left,7,8,16,26562,744.73,79,2,25,Kelvin,Smoll PP GangTTV,Mid Right,17,8,10,30420,852.9,86,4,27,Lady Geist,123160258,Right,10,6,18,30802,863.61,118,0,27,Seven,251403109,Right,5,8,15,27261,764.33,156,3,26,Haze,19970175,Right,11,10,14,27577,773.19,72,6,26,Mo & Krill,892947586,Right,0,17,9,17779,498.48,38,2,21,Paradox,127442407,Left,6,11,10,21257,595.99,80,0,23,Wraith,926017703,Mid Right,7,7,7,26145,733.04,101,7,25,Pocket,246982628,Right,22,7,12,40548,1136.86,219,10,30,Bebop,183086798,Right,8,10,10,22682,635.94,103,0,24,Dynamo,1405635006,Right,2,6,14,24113,676.07,92,2,25,Grey Talon,864193601,Right,11,10,5,22605,633.79,86,8,24
6426236,22:50,The Sapphire Flame,Pocket,1052857236,Left,1,7,4,13171,576.83,71,7,18,Vindicta,879522789,Mid Right,0,5,1,9832,430.6,45,1,15,Dynamo,1520505843,Right,1,6,6,15068,659.91,50,5,20,Infernus,1429093016,Right,0,8,0,15480,677.96,71,23,20,Viscous,Rodneeey,Right,4,7,6,19164,839.3,70,0,22,McGinnis,doogle,Right,6,7,6,21162,926.8,56,12,23,Mo & Krill,1096027006,Left,2,2,4,14521,635.96,62,5,19,Bebop,85948447,Mid Right,11,2,8,22303,976.77,109,16,24,Abrams,172101314,Right,14,1,11,22443,982.91,68,5,24,Seven,Rude Awakening,Right,5,1,10,20103,880.42,90,3,23,Ivy,224625477,Right,6,2,10,20120,881.17,109,3,23,Wraith,1199528571,Right,2,4,5,13648,597.72,18,3,18
6426237,39:58,The Sapphire Flame,Paradox,18198847,Left,3,13,7,25798,645.49,114,7,25,Bebop,237167939,Mid Right,12,18,10,32808,820.88,117,8,27,Seven,433292246,Mid Right,12,16,13,39995,1000.71,156,9,30,Wraith,140979186,Right,2,22,6,19721,493.44,73,4,22,Lash,478630777,Right,30,10,11,53818,1346.57,185,25,33,Pocket,ZennPi,Right,12,18,15,29914,748.47,57,0,26,Vindicta,35117577,Left,2,14,10,26285,657.67,105,0,25,Haze,60619266,Mid Right,25,8,15,45056,1127.34,163,17,31,Abrams,135879429,Mid Right,44,6,28,54421,1361.66,121,11,33,Grey Talon,200355571,Right,10,17,30,30804,770.74,118,4,27,Infernus,195305485,Right,8,13,31,28847,721.78,93,4,26,Lady Geist,1548792585,Right,8,14,28,27787,695.25,105,1,26
6426238,35:48,The Sapphire Flame,Vindicta,929238987,Left,12,13,9,28322,791.12,88,1,26,Pocket,Tofy,Mid Right,7,8,19,32579,910.03,123,5,27,Paradox,99666572,Mid Right,11,10,12,29406,821.4,68,4,26,Lash,327579394,Right,6,15,15,27611,771.26,114,0,26,Infernus,248819785,Right,7,10,10,19948,557.21,70,9,22,Shiv,Fairehhh,Right,10,9,12,31143,869.92,80,8,27,Seven,339169706,Left,5,11,11,24406,681.73,118,4,25,Mo & Krill,118638680,Mid Right,11,10,12,33934,947.88,130,1,28,Ivy,121163287,Mid Right,4,9,24,28835,805.45,83,3,26,Viscous,1240474974,Right,16,10,13,35248,984.58,111,8,28,Lady Geist,t3xture,Right,17,5,16,39631,1107.01,157,3,30,Kelvin,98890263,Right,12,8,25,34644,967.71,80,13,28
6426241,16:10,The Amber Hand,Infernus,104560793,Left,1,3,1,10672,660.12,63,0,16,Grey Talon,GreatApeFr4vd,Mid Right,8,0,3,17993,1112.97,100,9,21,Warden,Dorathius,Right,3,2,7,12135,750.62,42,9,17,Haze,35765663,Right,4,3,5,13132,812.29,65,3,18,Bebop,NoxNoxx,Right,3,1,3,11741,726.25,47,2,16,Lash,67861598,Right,2,0,5,12586,778.52,52,0,17,Vindicta,406885314,Left,3,3,0,11182,691.67,76,0,16,Seven,159074831,Mid Right,0,5,0,5290,327.22,66,2,10,McGinnis,GuiltyRegicide,Right,0,3,1,6673,412.76,37,11,11,Abrams,Falcrow,Right,5,7,0,8822,545.69,50,7,13,Pocket,12175902,Right,1,2,0,7603,470.29,48,8,12,Yamato,107176477,Right,0,1,1,5835,360.93,29,2,10
6426252,39:47,The Sapphire Flame,Haze,1144292024,Left,24,12,6,39749,999.14,56,2,30,Wraith,115459503,Left,14,10,14,35877,901.81,108,5,28,Ivy,33660652,Mid Right,4,4,18,33291,836.81,192,11,28,Warden,925984211,Right,2,15,18,24921,626.42,60,5,25,Dynamo,1343821228,Right,1,17,14,23391,587.96,54,2,24,Grey Talon,179931051,Right,3,6,8,25909,651.25,107,2,25,Shiv,240662467,Left,3,9,21,26679,670.61,54,1,25,McGinnis,276556990,Left,10,8,20,35202,884.84,142,32,28,Seven,one more,Mid Right,23,5,11,42703,1073.39,192,1,31,Infernus,258786299,Right,5,10,15,27237,684.63,92,1,26,Bebop,1124112826,Right,17,9,20,31769,798.55,67,5,27,Kelvin,1748729689,Right,6,7,27,28786,723.57,123,15,26
6426253,19:28,The Amber Hand,Abrams,31146352,Left,10,0,4,21206,1089.35,82,7,23,Haze,202136958,Left,8,0,10,20536,1054.93,58,4,23,McGinnis,64749304,Mid Right,9,1,5,19447,998.99,77,4,22,Warden,64964782,Mid Right,1,2,5,15000,770.55,53,6,19,Vindicta,BlackfyreXV,Right,8,0,5,22640,1163.01,114,12,24,Dynamo,1175268323,Right,0,1,4,17330,890.24,115,5,21,Grey Talon,121515177,Left,0,6,1,7284,374.18,32,3,11,Lady Geist,313255699,Left,0,5,1,12214,627.43,103,10,17,Ivy,181726960,Mid Right,2,7,0,9492,487.6,59,2,14,Wraith,Kaska,Mid Right,1,9,2,9085,466.7,65,4,14,Infernus,3194533,Right,0,7,0,7070,363.18,68,14,11,Seven,58506957,Right,1,2,0,12174,625.38,105,6,17
6426254,44:34,The Amber Hand,Shiv,94427250,Left,12,7,11,35026,785.92,199,29,28,Haze,113449737,Mid Right,19,10,14,38509,864.08,141,11,29,Yamato,130133081,Mid Right,10,6,18,32287,724.47,113,11,27,Ivy,311847858,Right,8,1,28,40371,905.86,144,44,30,Vindicta,189509804,Right,3,8,14,27535,617.84,98,6,26,Seven,129704255,Right,6,3,21,34754,779.82,216,18,28,Wraith,dabeden,Left,10,10,6,37103,832.53,191,10,29,Lash,1104606532,Mid Right,6,8,8,32044,719.01,148,6,27,Lady Geist,109027808,Mid Right,4,11,11,29539,662.8,117,13,26,Infernus,84865270,Right,6,8,10,31959,717.11,146,2,27,Abrams,123618027,Right,3,11,4,35343,793.04,183,1,28,Warden,1140618965,Right,6,10,9,33357,748.47,181,5,28
6426255,45:01,The Sapphire Flame,Wraith,348471985,Left,7,12,11,33794,750.7,160,4,28,Dynamo,64673953,Left,4,13,15,36120,802.37,122,17,29,Grey Talon,143391487,Mid Right,22,14,7,46584,1034.82,214,16,32,Abrams,311604555,Right,10,8,18,37795,839.58,110,3,29,Infernus,241568665,Right,9,6,13,38793,861.75,160,15,29,Vindicta,381447726,Right,4,11,13,38119,846.78,200,2,29,Bebop,145247955,Left,9,12,15,36214,804.46,137,0,29,McGinnis,277739028,Left,10,7,15,38376,852.48,115,4,29,Seven,409416085,Mid Right,7,10,17,45255,1005.29,217,1,32,Shiv,174750142,Right,5,12,8,34928,775.89,147,1,28,Haze,180380967,Right,12,10,18,45055,1000.85,147,14,31,Warden,43078854,Right,21,5,14,54570,1212.22,189,9,33
6426257,22:24,The Amber Hand,Shiv,182036398,Left,8,1,5,21949,979.87,73,7,23,Grey Talon,131592624,Left,3,4,1,14387,642.28,50,7,19,Yamato,200601241,Mid Right,10,1,2,25375,1132.81,153,3,25,Vindicta,242636723,Right,12,1,5,25787,1151.21,128,3,25,Infernus,178433250,Right,7,4,12,19615,875.67,63,1,22,Seven,345965676,Right,6,4,7,20178,900.8,105,0,23,Paradox,337641815,Left,1,6,0,13815,616.74,65,8,18,Viscous,115950013,Left,1,7,1,13429,599.51,42,7,18,McGinnis,188324363,Mid Right,2,8,2,18405,821.65,107,22,22,Haze,114646535,Right,3,11,0,15857,707.9,74,3,20,Pocket,Nell,Right,5,6,4,19326,862.77,88,2,22,Dynamo,428995052,Right,3,9,4,14804,660.89,64,3,19
6426258,30:28,The Sapphire Flame,Wraith,wkd,Left,8,6,8,31752,1042.19,147,11,27,Vindicta,205386101,Left,2,12,7,19195,630.03,44,8,22,Seven,Glep,Mid Right,3,4,14,27002,886.28,126,2,26,Infernus,WickedHeadband,Mid Right,4,15,8,23794,780.98,88,3,24,Paradox,Dave,Right,10,9,12,32376,1062.67,162,21,27,Dynamo,Lachmayne,Right,4,9,12,25124,824.64,116,1,25,Kelvin,36951051,Left,8,4,11,28807,945.53,122,8,26,Haze,Filthy McNasty,Left,8,7,7,27897,915.66,116,16,26,Yamato,71850166,Mid Right,6,9,10,20795,682.55,48,5,23,Abrams,Goopy,Mid Right,5,6,12,25045,822.05,100,2,25,Warden,Powshy,Right,14,7,13,32212,1057.29,153,4,27,Shiv,52720241,Right,14,1,4,32982,1082.56,155,21,27
